,text,tag,paragraph,article,num_words,num_sentences
97,"There’s no research to show that certain subtypes of OCD necessarily carry stronger or more disruptive symptoms. OCD symptoms usually begin gradually, and they can grow over time, also varying according to the stages of your life and situations. For example, if you’re very stressed, you’re more likely to experience worse effects from your OCD. ",p,Is it possible to have two different kinds of OCD?,/blog/two-different-kinds-of-ocd,55,4
98,"In general though, OCD is considered a lifelong psychological condition that can be treated and alleviated through treatment such as medication, cognitive behavioural therapy (CBT) and exposure and response prevention (ERP). You can read all about obsessive-compulsive disorder treatment here. If you feel you have one or more types of OCD then please know that effective and affordable ERP is available to you. NOCD has licensed therapists in all 50 states and now even offers services in the UK. Please schedule a free 15 minute phone consultation so NOCD can help you regain control of your life. ",p,Is it possible to have two different kinds of OCD?,/blog/two-different-kinds-of-ocd,97,6
99,How to deal with guilt and shame from OCD,h1,title,/blog/how-to-deal-with-guilt-and-shame-from-ocd,9,1
100,"When I am working with members who have OCD, there are two words that are often at the forefront of their minds: guilt and shame. Guilt is the feeling you have when you perceive you have done something wrong. Shame is when you internalize that you are a “bad” person. It is important to recognize how these two emotions relate and how they are different. Shame may be focused on who you are as a human being, while guilt may focus more on actions you may or may not have done. ",p,,/blog/how-to-deal-with-guilt-and-shame-from-ocd,91,6
101,Why it’s difficult for people with OCD to tolerate guilt and shame ,h2,Why it’s difficult for people with OCD to tolerate guilt and shame ,/blog/how-to-deal-with-guilt-and-shame-from-ocd,12,1
102,"When people with OCD experience thoughts, feelings, or urges that they consider taboo, disturbing, or frightening, it often leads to feelings of intense guilt and shame. It has been suggested that people with OCD experience “guilt sensitivity,” meaning they have a higher aversion to feelings of guilt—much like they do with distress and anxiety. They may feel like they cannot tolerate it. ",p,Why it’s difficult for people with OCD to tolerate guilt and shame ,/blog/how-to-deal-with-guilt-and-shame-from-ocd,62,4
103,"Meanwhile, shame can make them feel like something is wrong with them on a core level. Shame can make them feel alone and cause them to withdraw from others, or cause them to keep their intrusive thoughts bottled up inside. ",p,Why it’s difficult for people with OCD to tolerate guilt and shame ,/blog/how-to-deal-with-guilt-and-shame-from-ocd,40,3
104,"It’s difficult to know whether OCD causes feelings of excessive guilt and shame or whether these feelings are already present and OCD takes hold of them, making them more troublesome. Either way, these feelings can certainly cause a person to experience increasing symptoms of anxiety and depression. ",p,Why it’s difficult for people with OCD to tolerate guilt and shame ,/blog/how-to-deal-with-guilt-and-shame-from-ocd,47,3
105,"We know that people without OCD also find feelings such as guilt, shame, anxiety, and distress to be uncomfortable feelings, but those without OCD may have more confidence in their ability to cope with these feelings. If your core beliefs about yourself are rooted in shame and guilt—which is the case for many people with OCD—then it can be very difficult to have confidence in yourself and your ability to manage OCD. That’s one reason that feelings of shame and guilt can interfere with treatment and recovery. ",p,Why it’s difficult for people with OCD to tolerate guilt and shame ,/blog/how-to-deal-with-guilt-and-shame-from-ocd,87,4
106,Sharing thoughts out loud can take away their power,h2,Sharing thoughts out loud can take away their power,/blog/how-to-deal-with-guilt-and-shame-from-ocd,9,1
107,"Many of the people that I have treated have lived years believing the lie that no one is like them and no one would ever understand what they are experiencing. They believed that they were damaged, or that they were fundamentally bad people. This couldn’t be further from the truth.",p,Sharing thoughts out loud can take away their power,/blog/how-to-deal-with-guilt-and-shame-from-ocd,50,4
108,"One of the first things that I tell my members when I meet them is that nothing they tell me will shock or surprise me, and it certainly won’t cause me to make any negative judgment about them. I truly mean this: therapists who are trained in OCD know that the thoughts, feelings, images, and urges someone has are not indicative of who they are and reveal nothing of their true desires. In fact, it’s often quite the opposite—the nature of their thoughts often goes directly against what they value and cherish most.",p,Sharing thoughts out loud can take away their power,/blog/how-to-deal-with-guilt-and-shame-from-ocd,93,4
109,"I also tell my members that shame thrives in secrecy. We must not keep our shame hidden; if we do, it will fester in the silence. There can be a tremendous benefit to voicing our intrusive and shameful thoughts or feelings. When we say them out loud, we can take away their power. ",p,Sharing thoughts out loud can take away their power,/blog/how-to-deal-with-guilt-and-shame-from-ocd,53,5
